Date(UTC),UnixTimeStamp,eth_etherprice,eth_tx,eth_address,eth_supply,eth_marketcap,eth_hashrate,eth_difficulty,eth_blocks,eth_uncles,eth_blocksize,eth_blocktime,eth_gasprice,eth_gaslimit,eth_gasused,eth_ethersupply,eth_ens_register
10/25/2017,1508889600,296.35,460419,9742825,95323352.38,28249.07548,118684.8641,1484.205,6176,733,14347,13.78,12720316553,6716677,26309948399,20218.21875,406
10/26/2017,1508976000,295.54,466406,9815741,95343550.53,28177.83292,114761.8238,1437.018,6157,743,14417,13.87,12385996259,6716410,25792258901,20198.15625,294
10/27/2017,1509062400,296.36,486147,9877222,95364021.78,28262.0815,117091.7153,1447.521,6229,760,14924,13.67,11545392383,6716447,26465608457,20471.25,296
10/28/2017,1509148800,293.35,484554,9919259,95384467.16,27981.03344,118629.8189,1468.426,6240,740,14317,13.69,10491940195,6717997,24238961845,20445.375,335
10/29/2017,1509235200,304.04,494176,9962016,95404755.97,29006.862,117105.7539,1459.599,6194,738,14872,13.78,10371979124,6719600,24746206086,20288.8125,351
10/30/2017,1509321600,306.8,532626,10016332,95424854.56,29276.34538,115204.0015,1447.379,6072,805,16448,14.02,11808258897,6717222,26614306113,20098.59375,465
10/31/2017,1509408000,303.64,519906,10090762,95445491,28981.06889,119297.9707,1462.242,6275,774,15604,13.58,13692446133,6719731,29533828429,20636.4375,450
11-01-2017,1509494400,289.42,527783,10170977,95465719.34,27629.68849,120477.0125,1505.309,6142,773,15758,13.85,14979336359,6718288,29424380755,20228.34375,303
11-02-2017,1509580800,284.92,529277,10265149,95486016.13,27205.87571,115774.5028,1441.55,6144,795,15696,13.83,15919836477,6714869,29711567693,20296.78125,657
11-03-2017,1509667200,304.51,485790,10334844,95506325.56,29082.6312,113706.9239,1419.283,6208,714,15831,13.68,12781813101,6716000,27474314374,20309.4375,647
11-04-2017,1509753600,300.04,398758,10389337,95526513.88,28661.77522,111929.8264,1405.222,6196,686,12156,13.78,11624799927,6714627,21376023145,20188.3125,619
11-05-2017,1509840000,296.23,417102,10440241,95547106.34,28303.91931,117028.67,1439.533,6299,725,11640,13.54,10703460687,6713173,18773996019,20592.46875,475
11-06-2017,1509926400,296.82,511663,10503649,95567346.97,28366.29993,114621.414,1433.805,6199,708,13796,13.77,10433598351,6714082,21153932849,20240.625,478
11-07-2017,1510012800,291.84,470418,10557839,95587760.75,27896.3321,113925.2212,1412.215,6211,759,14267,13.72,13393206633,6712817,22865503353,20413.78125,486
11-08-2017,1510099200,307.35,480413,10631410,95608013.66,29385.123,116144.1465,1454.538,6236,663,14220,13.7,16154783877,6713955,23449784813,20252.90625,974
11-09-2017,1510185600,319.66,467172,10737345,95628326.75,30568.55093,114107.822,1420.593,6195,745,13929,13.79,15785570759,6718203,24998074107,20313.09375,561
11-10-2017,1510272000,296.86,457427,10833256,95648853.59,28394.31868,115773.7593,1429.592,6300,697,13413,13.52,15036090671,6715532,23709873840,20526.84375,480
11-11-2017,1510358400,314.23,394378,10910568,95669271.88,30062.1553,115718.414,1437.744,6267,687,12665,13.58,15394750336,6714315,22677610504,20418.28125,392
11-12-2017,1510444800,306.02,434380,10997046,95689482.59,29282.89546,118263.4894,1487.331,6245,625,13233,13.53,18011273725,6712808,22925780729,20210.71875,483
11/13/2017,1510531200,314.6,443176,11079264,95709903.78,30110.33573,117469.6839,1456.779,6225,742,14443,13.65,16603636136,6714950,24529577479,20421.1875,716
11/14/2017,1510617600,334.72,475984,11161837,95729953.81,32042.73014,114709.874,1448.755,6122,719,16232,13.87,16704405736,6714816,25946874938,20050.03125,641
11/15/2017,1510704000,331.2,540593,11266683,95750447.38,31712.54817,115382.9053,1424.358,6237,762,16453,13.69,17408995522,6714993,27301153015,20493.5625,318
11/16/2017,1510790400,330.32,491482,11364268,95770669.91,31634.96768,111657.6225,1397.135,6154,751,15278,13.8,16023943398,6714876,25488120832,20222.53125,339
11/17/2017,1510876800,331.72,508590,11464078,95791033.91,31775.80177,112630.8165,1403.216,6235,700,15301,13.66,16406020669,6715914,26784225318,20364,234
11/18/2017,1510963200,346.65,459679,11538878,95811365.84,33213.00997,111516.8425,1389.738,6215,718,14628,13.71,13339014477,6715508,24532718494,20331.9375,307
11/19/2017,1511049600,354.6,464563,11608818,95831788.63,33981.95225,112980.6417,1402.317,6266,695,14551,13.6,14229082585,6714834,23975090718,20422.78125,325
11/20/2017,1511136000,367.71,530141,11684803,95852196.97,35245.81135,120188.5528,1489.214,6176,797,16654,13.81,16089304528,6713109,26027982305,20408.34375,405
11/21/2017,1511222400,360.52,524044,11772235,95872590.97,34563.9865,118772.9291,1471.463,6174,800,16182,13.8,17548793491,6715338,25906539931,20394,250
11/22/2017,1511308800,380.84,546489,11857891,95893095.41,36519.92645,118382.3196,1462.848,6242,750,15978,13.67,16469836119,6716259,26017543726,20504.4375,259
11/23/2017,1511395200,406.57,537068,11944929,95913442.81,38995.52844,122161.9842,1518.894,6190,759,16029,13.73,15992127664,6715977,26725364867,20347.40625,322
11/24/2017,1511481600,470.43,525529,12032606,95933855.94,45130.16385,124844.7158,1549.351,6234,728,15104,13.68,15456892039,6713855,26317732352,20413.125,278
11/25/2017,1511568000,464.61,561166,12117975,95954171,44581.26739,125309.3717,1562.073,6201,730,16192,13.69,12891179323,6717095,27394849746,20315.0625,396
11/26/2017,1511654400,470.54,542484,12206781,95974531.81,45159.8562,125187.293,1553.38,6169,794,16099,13.79,14953923259,6715381,27674135132,20360.8125,245
11/27/2017,1511740800,475.24,608695,12307159,95994803.56,45620.57045,123438.9985,1537.205,6086,852,22187,14.02,15537337870,6717512,30599511959,20271.75,336
11/28/2017,1511827200,466.27,638989,12432637,96015113.19,44768.96683,121376.5047,1508.043,6094,860,18980,13.95,16779210323,6717145,30288687055,20309.625,284
11/29/2017,1511913600,427.42,663579,12552695,96035538.22,41047.50975,123404.9935,1520.78,6108,903,18539,13.92,17499867713,6716943,29519996063,20425.03125,353
11/30/2017,1512000000,434.85,655457,12661777,96055954.34,41769.93175,124830.2891,1542.746,6151,840,18059,13.83,16354038320,6716861,28880894729,20416.125,351
12-01-2017,1512086400,461.58,622720,12765900,96076431.03,44346.95904,125492.702,1546.95,6127,882,18184,13.89,14561757161,6718817,31811531693,20476.6875,280
12-02-2017,1512172800,457.96,627785,12861547,96096636.22,44008.41552,125605.2762,1570.293,6053,858,17954,14.07,13179215357,6720306,30183667434,20205.1875,200
12-03-2017,1512259200,462.81,693808,12965590,96116972.75,44483.89616,121828.5383,1509.751,6029,943,19326,14.08,14068434201,6721650,33003047721,20336.53125,330
12-04-2017,1512345600,466.93,701834,13091051,96137400.97,44889.43663,125869.5928,1530.846,5671,1433,19741,14.86,21962218932,6722294,34887121288,20428.21875,194
12-05-2017,1512432000,453.96,693090,13208395,96158037.78,43651.90283,123432.1491,1477.492,5588,1630,19800,14.94,30921177676,6726859,35038771633,20636.8125,135
12-06-2017,1512518400,422.48,791746,13403976,96178679,40633.5683,123628.5175,1468.45,5473,1801,21174,15.36,42116421717,6722801,33872524569,20641.21875,42
12-07-2017,1512604800,421.15,659068,13563836,96199585.25,40514.45533,125209.8857,1480.719,5798,1508,17899,14.57,59656597683,6730260,37125990058,20906.25,144
12-11-2017,1512950400,513.29,828899,13685739,96219914.75,49388.72004,128336.6496,1575.712,5749,1288,23554,14.68,35272081823,7799361,42190609044,20329.5,61
12-12-2017,1513036800,656.52,872340,13835239,96240488.28,63183.80537,128931.8969,1556.261,5715,1443,25607,14.73,38367405491,7906762,42534383833,20573.53125,52
12/13/2017,1513123200,699.09,909631,14031511,96261094.63,67295.16864,134096.1365,1612.737,5659,1525,26216,14.96,38631503447,7995336,41625003479,20606.34375,100
12/14/2017,1513209600,693.58,942559,14252053,96281880.03,66779.18635,137629.7703,1641.299,5694,1551,26049,14.82,41791954659,7995365,43964305213,20785.40625,76
12/15/2017,1513296000,684.27,904346,14448281,96302709.88,65897.05529,143758.2604,1716.279,5800,1437,26180,14.52,35432934113,7995378,42607604617,20829.84375,94
12/16/2017,1513382400,692.83,899857,14626324,96323094.13,66735.5293,141945.8652,1740.332,5775,1272,26389,14.58,35296363949,7996145,42279195527,20384.25,152
12/17/2017,1513468800,717.71,876574,14830225,96343439.19,69146.64974,142954.4584,1754.69,5781,1258,25965,14.66,29121338315,7995227,41694276203,20345.0625,88
12/18/2017,1513555200,785.99,984021,15048543,96364002.78,75741.14255,147283.4924,1783.753,5781,1353,27932,14.67,27442929390,7996603,43186977264,20563.59375,235
12/19/2017,1513641600,812.5,1092234,15279164,96384632.28,78312.51373,144785.8066,1736.465,5604,1600,31463,15.02,34330952644,7995859,43342615632,20629.5,70
12/20/2017,1513728000,799.17,986104,15516708,96405263.66,77044.19456,143787.1073,1716.149,5571,1668,27465,15.03,41559360197,7996312,41579518582,20631.375,44
12/21/2017,1513814400,789.39,1072665,15776743,96425678.47,76117.46633,143918.9673,1741.54,5570,1570,30221,15.07,41640835518,7997245,42822071285,20414.8125,110
12/22/2017,1513900800,657.83,1103523,16028810,96446249.75,63445.23647,143237.655,1725.803,5652,1519,29198,14.92,40786863196,7995981,42339693488,20571.28125,153
12/23/2017,1513987200,700.44,918881,16225562,96467085.03,67569.40504,149570.4924,1792.357,5947,1263,26198,14.25,33285710975,7995367,41686739250,20835.28125,141
12/24/2017,1514073600,675.91,758234,16369637,96487589.19,65216.92641,148933.7151,1822.645,5981,1079,20519,14.14,30228420219,7995468,39798116384,20504.15625,86
12/25/2017,1514160000,723.14,752361,16504753,96508036.06,69788.8212,150660.6855,1853.229,6032,992,21721,14.17,26111076108,7995920,36883633123,20446.875,190
12/26/2017,1514246400,753.4,813510,16664340,96528419.75,72724.51144,151469.2196,1865.831,5992,1022,22433,14.23,25927218047,7996823,38712289894,20383.6875,70
12/27/2017,1514332800,739.94,912752,16858137,96548952.88,71440.43219,152530.5011,1864.022,5966,1104,24734,14.2,25108575762,7996690,41512701145,20533.125,137
12/28/2017,1514419200,716.69,949503,17052881,96569387,69210.31397,156618.8488,1916.424,5889,1172,25965,14.46,24132948080,7996541,41331549758,20434.125,122
12/29/2017,1514505600,739.6,1090191,17303659,96589852.34,71437.85479,153605.9851,1870.551,5786,1309,29542,14.71,25027593719,7996704,43383854091,20465.34375,105
12/30/2017,1514592000,692.99,1136659,17585213,96610395.69,66950.03811,154787.985,1874.64,5773,1361,29346,14.66,24163343242,7996467,41534605727,20543.34375,119
12/31/2017,1514678400,741.13,946981,17776281,96630853.06,71616.02413,156919.1805,1919.555,5907,1156,25038,14.27,24709168252,7996646,40470099836,20457.375,98
01-01-2018,1514764800,756.2,908945,17938270,96651474.41,73087.84495,159441.8475,1935.072,5926,1193,24025,14.2,23306357402,7996099,39876127062,20621.34375,119
01-02-2018,1514851200,861.97,1153936,18191370,96672035.47,83328.39441,159057.5377,1924.73,5750,1390,30157,14.74,26315022737,7996534,42671435301,20561.0625,167
01-03-2018,1514937600,941.1,1238030,18506786,96692634.69,90997.4385,158805.4552,1904.343,5540,1665,32473,15.12,27919698108,7997271,41794056176,20599.21875,81
01-04-2018,1515024000,944.83,1349890,18859674,96713600.56,91377.91122,162473.4175,1895.45,5454,1952,33681,15.39,33357029107,7998221,41332879147,20965.875,98
01-05-2018,1515110400,967.13,1271577,19204548,96734515.44,93554.85192,166391.1687,1933.064,5341,2096,33416,15.56,84460889356,7997843,40379621205,20914.875,54
01-06-2018,1515196800,1006.41,1226417,19514639,96755466.59,97375.66913,163074.7937,1899.132,5416,2003,32655,15.59,95788574583,7998194,41149583911,20951.15625,52
01-07-2018,1515283200,1117.75,1152722,19763407,96776644.53,108172.0944,169010.8826,1950.647,5528,1958,31266,15.15,74588438927,7998061,42259801663,21177.9375,59
01-08-2018,1515369600,1136.11,1215473,20033919,96797247.97,109972.3214,168775.8944,2005.81,5408,1862,32502,15.42,73644673858,7998440,41554528829,20603.4375,92
01-09-2018,1515456000,1289.24,1256240,20318500,96817983.78,124821.6174,170785.6861,2009.517,5377,1966,33037,15.45,76790296973,7998237,40838021653,20735.8125,54
01-10-2018,1515542400,1248.99,1177685,20602130,96839065.72,120951.0247,174332.6871,2005.905,5415,2094,30646,15.31,95442073535,7998394,41211834716,21081.9375,54
01-11-2018,1515628800,1139.32,1173965,20895898,96860099,110354.648,179701.776,2075.422,5430,2051,31298,15.47,82600430565,7998324,40874997008,21033.28125,83
01-12-2018,1515715200,1261.03,1118757,21155166,96881014.25,122169.8654,180394.1239,2099.697,5419,2004,30655,15.46,60014533220,7998442,41302749226,20915.25,96
1/13/2018,1515801600,1385.02,1179321,21395471,96901697.47,134210.789,181051.4051,2140.802,5394,1913,31264,15.57,63717170951,7998694,41404605848,20683.21875,76
1/14/2018,1515888000,1359.48,1081593,21604361,96922723.72,131764.5044,185408.671,2169.168,5625,1760,29323,14.78,58397110440,7998479,42756086884,21026.25,37
1/15/2018,1515974400,1278.69,1206420,21839435,96943133.09,123960.2149,181636.7811,2189.372,5424,1744,31846,15.34,53860527328,7999213,42043952117,20409.375,70
1/16/2018,1516060800,1050.26,1277936,22114259,96964022.56,101837.4343,187122.9824,2201.747,5522,1821,32767,15.02,54778776336,7998961,42377287097,20889.46875,40
1/17/2018,1516147200,1024.69,1277083,22381860,96984863.94,99379.42023,191023.8179,2257.174,5572,1740,32427,14.96,52114059603,7998965,42082782990,20841.375,47
1/18/2018,1516233600,1012.97,1205184,22634368,97005421.25,98263.58156,189281.4868,2275.486,5569,1618,31705,14.9,53748001984,7999398,42002307855,20557.3125,78
1/19/2018,1516320000,1037.36,1043257,22828921,97026051.69,100650.945,188933.6732,2268.78,5685,1510,28846,14.67,51161244711,7998880,40650250975,20630.4375,50
1/20/2018,1516406400,1150.5,984489,23003063,97046812.63,111652.3579,196739.0047,2363.823,5873,1318,27414,14.38,51085545977,7998943,42221424863,20760.9375,50
1/21/2018,1516492800,1049.09,1006530,23162408,97067087.28,101832.1106,192489.0949,2372.815,5810,1199,26798,14.44,40356756648,7998945,41120535667,20274.65625,37
1/22/2018,1516579200,999.64,972911,23338178,97087654.16,97052.7026,197018.312,2395.157,5883,1224,25864,14.31,33802546511,7998628,42384341493,20566.875,70
1/23/2018,1516665600,984.47,928494,23505384,97108140.22,95600.0508,196608.2455,2399.287,5898,1182,25079,14.37,39247302060,7998364,42585249220,20486.0625,153
1/24/2018,1516752000,1061.78,913668,23669931,97128715.63,103129.3277,201694.5298,2459.967,5961,1123,24566,14.16,37646911483,7998790,41116424115,20575.40625,105
1/25/2018,1516838400,1046.37,788515,23769900,97149055.06,101653.8567,203394.4979,2507.603,5910,1098,23671,14.29,33569002791,7998366,38694327499,20339.4375,118
1/26/2018,1516924800,1048.58,953429,23937049,97169456.09,101889.9483,203454.7751,2500.853,5910,1119,26059,14.24,28114173259,7998293,40325654323,20401.03125,137
1/27/2018,1517011200,1109.08,831992,24068667,97189877.28,107791.3491,202106.5578,2485.341,6004,1022,22450,14.04,27546279427,7998084,36907616933,20421.1875,127
1/28/2018,1517097600,1231.58,889104,24218600,97210440.59,119722.4344,204748.658,2500.394,6017,1058,24197,14.03,27800189170,7998118,39324531791,20563.3125,62
1/29/2018,1517184000,1169.96,936845,24362665,97230997.34,113756.3777,213099.1585,2591.382,5925,1180,25248,14.31,37028443300,7998334,40261018198,20556.75,52
1/30/2018,1517270400,1063.75,906578,24517031,97251302.28,103451.0728,210494.5728,2596.25,5867,1138,25224,14.31,30081646328,7998034,40864587588,20304.9375,97
1/31/2018,1517356800,1111.31,877284,24670526,97271840.66,108099.1692,215826.4032,2626.765,5883,1216,24902,14.4,29402730461,7998107,41266872563,20538.375,85
02-01-2018,1517443200,1026.19,1008759,24828260,97292382.78,99840.47029,221004.0257,2666.119,5778,1384,26328,14.59,40436332603,7997985,41536066787,20542.125,95
02-02-2018,1517529600,917.47,981133,24999905,97313024.38,89281.78047,224386.69,2711.47,5865,1285,26186,14.43,35386250064,7997566,40854960763,20641.59375,67
02-03-2018,1517616000,970.87,814486,25122116,97333343.47,94498.02317,223750.0072,2765.665,5973,1017,22592,14.16,29301000333,7997718,39679298889,20319.09375,74
02-04-2018,1517702400,827.59,800876,25254067,97353658.91,80568.91457,223628.198,2759.422,5960,1042,22742,14.16,29029951503,7997955,38898471198,20315.4375,95
02-05-2018,1517788800,695.08,875761,25384970,97374292.72,67682.92338,229317.1819,2786.247,6025,1086,24175,14,26867195837,7997493,40245262197,20633.8125,75
02-06-2018,1517875200,785.01,888219,25526820,97394674.34,76455.79331,226643.546,2787.077,5926,1100,24934,14.31,27964527864,7997730,39381740316,20381.625,138
02-07-2018,1517961600,751.81,818625,25643425,97415108.09,73237.65242,232001.6424,2837.218,5913,1152,22972,14.32,26694182218,7997852,38974098416,20433.75,105
02-08-2018,1518048000,813.55,681344,25726766,97435492.44,79268.64487,229493.3998,2821.72,6002,1025,20093,14.03,24968333160,7997334,37504769448,20384.34375,123
02-09-2018,1518134400,877.88,789807,25837403,97455764.56,85554.46659,232843.1343,2877.238,5936,1056,22095,14.26,22856286885,7997095,38742315523,20272.125,168
02-10-2018,1518220800,850.75,848390,25966970,97476452.28,82928.09178,234466.2002,2834.459,6022,1125,22121,14.02,23836230354,7997319,40043083880,20687.71875,84
02-11-2018,1518307200,811.24,773496,26075186,97496576.56,79093.12277,236401.4541,2950.749,5955,967,20982,14.26,21902813565,7996376,38287873264,20124.28125,119
02-12-2018,1518393600,865.27,829020,26210379,97517062.53,84378.5887,241154.4129,2943.733,5945,1133,22178,14.21,20824108310,7997134,38752828307,20485.96875,129
2/13/2018,1518480000,840.98,745822,26316941,97537506.97,82027.09261,242643.0985,2971.561,5965,1090,20432,14.23,21675219499,7996573,37040485585,20444.4375,125
2/14/2018,1518566400,920.11,746384,26424354,97557559.53,89763.6861,236293.682,2952.817,5860,1054,21848,14.45,22501126990,7996785,36680999206,20052.5625,129
2/15/2018,1518652800,927.95,777318,26539853,97578167.94,90547.66094,238380.589,2892.302,5966,1155,21805,14.2,21565784189,7996112,38240882715,20608.40625,116
2/16/2018,1518739200,938.02,704758,26638444,97598540.19,91549.38267,243106.1504,2991.223,5958,1064,20711,14.22,21590561665,7996526,37933382560,20372.25,85
2/17/2018,1518825600,974.77,772079,26736333,97619091.31,95156.16164,243542.0698,2973.719,6036,1040,21891,14.05,21836733413,7996281,39190067077,20551.125,78
2/18/2018,1518912000,913.9,756092,26823106,97639437.41,89232.68185,243539.0262,3003.822,5984,1021,20735,14.12,23119908681,7996018,39397382859,20346.09375,67
2/19/2018,1518998400,939.79,811384,26922296,97659862.16,91779.76186,242911.4767,2976.958,5898,1152,21811,14.34,19905796465,7996493,39606612657,20424.75,128
2/20/2018,1519084800,884.69,886897,27047792,97680269.47,86416.7576,239653.9119,2932.875,5814,1246,24413,14.42,20246730594,7996977,41973901118,20407.3125,76
