Date,Open,High,Low,Close,Volume,Market Cap
"Feb 20, 2018",8.1,8.49,7.94,8.03,"4,60,87,500","81,00,38,000"
"Feb 19, 2018",7.54,8.15,7.44,8.1,"3,78,13,100","75,37,33,000"
"Feb 18, 2018",7.84,8.09,7.13,7.54,"4,00,81,300","78,40,44,000"
"Feb 17, 2018",7.88,7.96,7.63,7.84,"3,44,58,200","78,83,32,000"
"Feb 16, 2018",8,8.36,7.49,7.9,"4,41,43,700","80,00,93,000"
"Feb 15, 2018",6.42,8.07,6.38,8.07,"6,16,70,200","64,19,92,000"
"Feb 14, 2018",5.59,6.44,5.58,6.42,"2,00,68,500","55,89,52,000"
"Feb 13, 2018",5.74,5.76,5.4,5.6,"1,70,30,400","57,42,98,000"
"Feb 12, 2018",5.49,5.89,5.49,5.72,"2,01,67,600","54,86,02,000"
"Feb 11, 2018",5.72,5.72,5.01,5.45,"2,15,99,600","57,18,65,000"
"Feb 10, 2018",6.06,6.32,5.47,5.72,"2,95,52,400","60,61,51,000"
"Feb 09, 2018",5.6,6.09,5.3,6.04,"2,43,32,800","55,97,84,000"
"Feb 08, 2018",4.92,6,4.92,5.58,"3,15,67,200","49,24,56,000"
"Feb 07, 2018",5.01,5.66,4.59,4.97,"1,61,35,000","50,10,33,000"
"Feb 06, 2018",4.54,5.15,3.66,5.06,"2,02,48,500","45,38,88,000"
"Feb 05, 2018",5.71,5.95,4.36,4.54,"2,23,95,200","57,10,19,000"
"Feb 04, 2018",6.64,6.75,5.57,5.74,"2,57,65,100","66,37,52,000"
"Feb 03, 2018",6.21,6.85,5.74,6.63,"2,30,23,200","62,11,54,000"
"Feb 02, 2018",6.65,6.65,5.35,6.2,"2,67,26,300","66,45,36,000"
"Feb 01, 2018",7.7,7.79,6.35,6.67,"2,77,74,000","76,98,64,000"
"Jan 31, 2018",7.63,7.93,7.24,7.68,"2,75,35,700","76,27,09,000"
"Jan 30, 2018",8.71,8.78,7.52,7.61,"2,90,51,000","87,09,74,000"
"Jan 29, 2018",9.19,9.3,8.54,8.71,"3,35,54,900","91,87,18,000"
"Jan 28, 2018",9.17,9.53,9.02,9.2,"3,45,27,300","91,66,26,000"
"Jan 27, 2018",8.95,9.46,8.86,9.11,"3,95,28,900","89,49,06,000"
